,Brewery,County,Full Address,Lat,Lng,State,Zip Code
3240,High Gravity Home Brewing Supl,Tulsa,"7164 S Memorial Dr, Tulsa OK",36.058726,-95.886423,OK,74133-2962
3241,High Ground Services,Penobscot,"235 Center St, Brewer ME",44.79338,-68.759999,ME,04412-1961
3242,High Hops Brewery,Weld,"6461 State Highway 392, Windsor CO",40.479362,-104.936024,CO,80550-3010
3243,High Horse Brewing,Hampshire,"24 N Pleasant St, Amherst MA",42.376121,-72.519883,MA,01002-1703
3244,High Level Lounge,Allegheny,"109 E 8th Ave, Homestead PA",40.406205,-79.911965,PA,15120-1503
3245,High Line Car House,Franklin,"550 S High St, Columbus OH",39.95097,-82.998469,OH,43215-5607
3246,High Sierra Brewing Co,Carson City,"302 N Carson St, Carson City NV",39.165382,-119.767052,NV,89701-4202
3247,High Spirits Liquor,Blue Earth,"340 Stadium Rd, Mankato MN",44.145016,-93.989021,MN,56001-4900
3248,High Spirits Liquors,Providence,"559 N Main St, Providence RI",41.836707,-71.409587,RI,02904-5722
3249,High Street Brewery & Cafe,Lane,"1243 High St, Eugene OR",44.046142,-123.088156,OR,97401-3207
3250,High Water Brewing,Butte,"20 Independence Cir, Chico CA",39.771193,-121.874689,CA,95973-0210
3251,Higher Ground Brewery,Ravalli,"518 N 1st, Hamilton MT",46.25225,-114.156294,MT,59840-2130
3252,Highjackers Restaurant,Flagler,"202 Airport Rd, Palm Coast FL",29.472842,-81.207975,FL,32164-2301
3253,Highland Belts & Fine Leather,Penobscot,"48 Atlantic Avenue 2, Brewer ME",44.787665,-68.759629,ME,04412-1518
3254,Highland Park Brewery,Los Angeles,"5127 York Blvd, Los Angeles CA",34.120874,-118.203778,CA,90042-1715
3255,Highland Shoe Co,Penobscot,"48 Atlantic Ave, Brewer ME",44.787665,-68.759629,ME,04412-1518
3256,Highlander A British Pub,Aiken,"133 Georgia Ave, N Augusta SC",33.489014,-81.972136,SC,29841-3844
3257,Highlands Hollow Brewhouse,Ada,"2455 Highlands Holw, Boise ID",43.642455,-116.208318,ID,83703
3258,Highpockets Coffee Co,Benton,"207 N Benton St, Kennewick WA",46.210502,-119.119896,WA,99336-3681
3259,Highpoint Bistro & Bar,New York,"216 7TH Ave, New York NY",40.743727,-73.995897,NY,10011-1822
3260,Highwater Tavern,Lake,"935 High St, Fairport Harbor OH",41.745804,-81.276935,OH,44077-5518
3261,Hijinx Brewing Company,Lehigh,"905 Harrison St, Allentown PA",40.59354,-75.472978,PA,18103-3160
3262,Hill Farmstead Brewery,Orleans,"403 Hill Rd, Greensboro Bend VT",44.606235,-72.263393,VT,05841
3263,Hill Top Berry Farm & Winery,Nelson,"2800 Berry Hill Rd, Nellysford VA",37.900326,-78.846735,VA,22958-2034
3264,Hillbilly Fun Grill & Saloon,,"15793 W 1, Ettrick WI",53.97021,13.12553,WI,17121
3265,Hillcrest Brewing Co,San Diego,"1458 University Ave, San Diego CA",32.74854,-117.150109,CA,92103-3405
3266,Hilliard's Brewery,King,"1550 N W 49th St, Seattle WA",47.664381,-122.37784,WA,98107-5141
3267,Hillsborough Vineyards,Loudoun,"36716 Charles Town Pike, Purcellville VA",39.204705,-77.735455,VA,20132-2743
3268,"Hillsdale Brewery & Public House, Locks & Locksmiths",Multnomah,"1505 S W Sunset Blvd, Portland OR",45.479186,-122.693899,OR,97239-2625
3269,Hillside Bottling Corporation,Union,"1 Evans Terminal, Hillside NJ",40.696215,-74.214787,NJ,07205-2406
3270,Hilltop Pub and Grill,Portage,"4901 Main St, Stevens Point WI",44.523314,-89.533224,WI,54481-8552
3271,Hill-top Tavern,Wayne,"69 N Portage St, Doylestown OH",40.969678,-81.696674,OH,44230-1349
3272,Hilside Gardens,Portage,"2863 Waterloo Rd, Mogadore OH",41.029154,-81.288949,OH,44260-9471
3273,Hilton Head Brewing Co.,Beaufort,"7 Greenwood Dr, Hilton Head Island SC",32.155168,-80.764684,SC,29928-4511
3274,Hilton Tavern,Newport News City,"10184 Warwick Blvd, Newport News VA",37.029598,-76.457616,VA,23601-4239
3275,Himmelberger Brewery,Yellowstone,"3008 1st Ave N, Billings MT",45.780768,-108.50849,MT,59101-2134
3276,Hinesburgh Public House,Chittenden,"10516 Route 116, Hinesburg VT",44.33129,-73.110634,VT,05461-8500
3277,Hingham Beer Works,Plymouth,"18 Shipyard Dr, Hingham MA",42.251846,-70.922638,MA,02043-1610
3278,"Hinterland Brewery Restaurant Lounge, Hinterland Brewery",Brown,"313 Dousman St, Green Bay WI",44.519159,-88.019432,WI,54303-2713
3279,Hinzerling Winery,Benton,"1520 Sheridan Ave, Prosser WA",46.210731,-119.767905,WA,99350-1140
3280,Historic Brewing Co,Coconino,"4366 E Huntington Dr, Flagstaff AZ",35.218641,-111.586176,AZ,86004-9400
3281,Historic Brewing Co Barrel,Coconino,"110 S San Francisco St, Flagstaff AZ",35.195018,-111.649028,AZ,86001-5739
3282,Historical Trolley Tours of Burlington,Chittenden County,"1 College Street Information Center Parking, Burlington VT",44.475949,-73.212481,VT,
3283,Hitch N Post Saloon,Racine,"120 N Browns Lake Dr, Burlington WI",42.713876,-88.238118,WI,53105-9737
3284,Hitchhiker Brewing Co,Allegheny,"190 Castle Shannon Blvd, Pittsburgh PA",40.377722,-80.040736,PA,15228-2267
3285,Hitchin Rail Tavern,Portage,"4471 County Road J, Stevens Point WI",44.482504,-89.446968,WI,54482-8826
3286,Hi-wire Brewing,Buncombe,"197 Hilliard Ave, Asheville NC",35.591145,-82.555986,NC,28801-3616
3287,Hobbs Tavern & Brewing Co,Carroll,"2415 White Mountain Hwy, Ossipee NH",43.746058,-71.131142,NH,03864-7177
3288,Hofbrauhaus Pittsburgh,Allegheny,"2705 S Water St, Pittsburgh PA",40.42854,-79.964773,PA,15203-2391
3289,Hofbr��uhaus Columbus,Franklin,"800 Goodale Blvd, Grandview Heights OH",39.97419,-83.024143,OH,43212-3825
3290,Hoffbrau Haus,Lehigh,"1027 Hamilton St, Allentown PA",40.600243,-75.4789,PA,18101-1012
3291,Hog River Brewing Co.,Hartford,"1429 Park St, Hartford CT",41.757965,-72.702373,CT,06106-2211
3292,Hoggetowne Ale Works,Alachua,"3735 W University Ave, Gainesville FL",29.651796,-82.378895,FL,32607-2459
3293,Hogshead Brewery,Denver,"4460 W 29th Ave, Denver CO",39.758489,-105.045114,CO,80212-3015
3294,Hoi Polloi Brewing Taproom and Beat Lounge,Alameda,"1763 Alcatraz Ave, Berkeley CA",37.848647,-122.272151,CA,94703-2741
3295,Holidaily Brewing,Jefferson,"801 Brickyard Cir, Golden CO",39.780496,-105.232932,CO,80403-8026
3296,Holland Visitors Bureau,Ottawa,"76 E 8th St, Holland MI",42.790296,-86.103739,MI,49423-3504
3297,"Holler Brewing Co., Holler Brewing Company",Harris,"2206 Edwards St, Houston TX",29.770668,-95.382209,TX,77007-4412
3298,Hollihan's Pub,Ramsey,"2160 3rd St, White Bear Lake MN",45.084316,-93.009208,MN,55110-3233
3299,Holly Ground The,Orleans,"3340 Canal St, New Orleans LA",29.969781,-90.093766,LA,70119-6206
3300,Holly's Professional Cleaning,Penobscot,"146 Parkway S, Brewer ME",44.780102,-68.760393,ME,04412-1645
3301,Hollywood Brewing Co.,Broward,"290 N Boardwalk, Hollywood FL",26.013215,-80.115392,FL,33019-1788
3302,Hollywood Gardens,Beaver,"169 Pinney St, Rochester PA",40.701184,-80.282452,PA,15074-2119
3303,Holy City Brewing,Charleston,"4155 C Dorchester Rd, N Charleston SC",32.85377,-80.002281,SC,29405-7426
3304,Holy Mountain Brewing Co,King,"1421 Elliott Ave W, Seattle WA",47.631013,-122.374102,WA,98119-3104
3305,Home Brew Barn,Rockingham,"861 Lafayette Rd, Hampton NH",42.953347,-70.832852,NH,03842-1232
3306,Home Brew Mart / Ballast Point Brewery,San Diego,"5401 Linda Vista Rd, San Diego CA",32.767017,-117.195504,CA,92110-2402
3307,Home Brew Ohio,Erie,"6409 Milan Rd, Sandusky OH",41.392892,-82.6503,OH,44870-8376
3308,Home Brew Shop,Butte,"1570 Nord Ave, Chico CA",39.734501,-121.866237,CA,95926-3009
3309,Home Brew Stuff Inc,Ada,"525 N Steelhead Way, Boise ID",43.60952,-116.29032,ID,83704-8374
3310,Home Brewery,Washington,"455 E Township St, Fayetteville AR",36.095085,-94.151513,AR,72703-3444
3311,"Home Brewery, The Home Brewery",Christian,"1967 W Boat St, Ozark MO",37.067282,-93.226854,MO,65721-6614
3312,Home Brewing Co.,San Diego,"2911 El Cajon Blvd, San Diego CA",32.755246,-117.131111,CA,92104-1204
3313,Home Brews & Gardens,San Diego,"3176 Thorn St, San Diego CA",32.739254,-117.125422,CA,92104-4636
3314,Home Cleaning Services,Santa Clara,"1000 Lenzen Ave, San Jose CA",37.334071,-121.912924,CA,95126-2739
3315,Home Drinking,,"408 Naughright Rd Long Valley Nj 07853, Long Valley NJ",40.82811,-74.78317,NJ,07853
3316,Home Hopper,Delaware,"Overhill Rd, Media PA",39.930079,-75.383028,PA,19063
3317,Home of The Brave Brewing Co,Honolulu,"909 Waimanu St, Honolulu HI",21.298759,-157.853485,HI,96814-3317
3318,Home Package Store,Tuscaloosa,"1031 Skyland Blvd E, Tuscaloosa AL",33.168067,-87.522879,AL,35405-4221
3319,Home Republic Brewpub,Virginia Beach City,"328 Laskin Rd, Virginia Beach VA",36.858943,-75.980315,VA,23451-3020
3320,Home Sweet Homebrew,Philadelphia,"2008 Sansom St, Philadelphia PA",39.951335,-75.174006,PA,19103-4417
3321,Homebrew Cellar,Harford,"815 Matthews Ave, Aberdeen MD",39.537857,-76.179548,MD,21001-1221
3322,"Homebrew Emporium, Home Brew Emporium",Westchester,"550 North Ave, New Rochelle NY",40.920773,-73.787163,NY,10801-2612
3323,Homebrew Headquarters,Dallas,"300 N Coit Rd, Richardson TX",32.954819,-96.768812,TX,75080-5400
3324,Homebrew In Paradise,Honolulu,"2646 Kilihau Saint Ste B, Honolulu HI",21.335282,-157.894691,HI,96819-2020
3325,Homebrew of Columbus,Muscogee,"2815 W Britt David Rd, Columbus GA",32.527631,-84.949911,GA,31909-4516
3326,Homebrews and Handgrenades,Nassau,"2378 Grand Ave, Baldwin NY",40.652724,-73.611399,NY,11510-3111
3327,Homer Brewing Company,Kenai Peninsula,"1411 Lakeshore Dr, Homer AK",59.640395,-151.506543,AK,99603-7945
3328,Homestead Beer Co.,Licking,"811 Irving Wick Dr W, Heath OH",40.021019,-82.467032,OH,43056-1199
3329,Hondos Brew Pub,Clatsop,"2703 Marine Dr, Astoria OR",46.188978,-123.814002,OR,97103-2900
3330,Honest Tea,,"4827 Bethesda Ave 2 2, Bethesda MD",38.9811,-77.09688,MD,20814
3331,Honey Wagon Brewing Llc,Kern,"365 Enterprise Way G, Tehachapi CA",35.13619,-118.454446,CA,93561-1366
3332,Honeysuckle Bar,Hillsborough,"119 W Waters Ave, Tampa FL",28.025399,-82.4603,FL,33604-3007
3333,Honolulu Beerworks,Honolulu,"328 Cooke St, Honolulu HI",21.296986,-157.860374,HI,96813-5531
3334,Honora Winery & Vineyard,Windham,"201 Vermont Route 112, Jacksonville VT",42.794533,-72.820456,VT,05342-9634
3335,Hood Canal Brewery,Kitsap,"26499 Bond Rd N E, Kingston WA",47.802969,-122.572657,WA,98346-8477
3336,Hooeys Tavern,Adams,"633 N 12th St, Quincy IL",39.939162,-91.396554,IL,62301-2604
3337,Hoof Hearted Bar & Kitchen,Franklin,"850 N 4th St, Columbus OH",39.980031,-82.998277,OH,43215-1584
3338,Hoop N Holler Tavern,Ontonagon County,"115 N Hoop Holler Rd, Merriweather MI",46.573601,-89.635597,MI,
3339,Hooper Sales Co,Crittenden,"316 N 5th St, W Memphis AR",35.150662,-90.178337,AR,72301-3213
3340,Hoosac Tunnel Brewery,Berkshire,"296 Houghton St, N Adams MA",42.707559,-73.113491,MA,01247-2438
3341,Hooters,Clark,"7155 S Rainbow Blvd, Las Vegas NV",36.058261,-115.242913,NV,89118-3265
3342,Hoots Roller Bar,Forsyth County,"840 N W Manley St, Winston-salem NC",36.096261,-80.243735,NC,
3343,Hop Alley Brew Pub,Fulton,"25 Main St, Alpharetta GA",34.076279,-84.294523,GA,30009-3620
3344,Hop Devil Grill,New York County,"129 Saint Marks Pl (at Avenue A), New York NY",40.713054,-74.007228,NY,
3345,Hop Dogma Brewing Co.,San Mateo County,"30 Avenida Portola, El Granada CA",37.502528,-122.469486,CA,
3346,Hop Farm Brewing Company,Allegheny,"5601 Butler St, Pittsburgh PA",40.484513,-79.9478,PA,15201-2326
3347,Hop Haus Brewing Company,Dane,"231 S Main St, Verona WI",42.988006,-89.533424,WI,53593-1470
3348,Hop Lot Brewing Company,Leelanau,"658 S West Bay Shore Dr, Suttons Bay MI",44.968712,-85.647335,MI,49682-9587
3349,Hop Nuts Brewing,Clark,"1120 S Main St, Las Vegas NV",36.157889,-115.153636,NV,89104-1027
3350,Hoparazzi Brewing Company,Orange,"2910 E La Palma Ave, Anaheim CA",33.849431,-117.864054,CA,92806-2616
3351,Hopcat,Jefferson,"1064 Bardstown Rd, Louisville KY",38.238723,-85.721538,KY,40204-1318
3352,Hopewell Brewing,Cook,"2760 N Milwaukee Ave, Chicago IL",41.931391,-87.711288,IL,60647-1337
3353,Hopewell Oasis Beer & Soda,Dutchess,"645 Ny 82, Hopewelljunction NY",41.574467,-73.826233,NY,12533-7339
3354,Hopfusion Ale Works,Tarrant,"200 E Broadway Ave, Fort Worth TX",32.741801,-97.324736,TX,76104-1302
3355,Hopkins Financial Services,Penobscot,"34 Nottingham Way, Brewer ME",44.774743,-68.766671,ME,04412-1725
3356,Hopkinsville Brewing Company,Christian,"102 E 5th St, Hopkinsville KY",36.867403,-87.487237,KY,42240-3306
3357,"Hopmonk Tavern, Hopmonk Tavern - Sonoma",Sonoma,"691 Broadway, Sonoma CA",38.288532,-122.458417,CA,95476-7015
3358,Hopped Up Brewing,Spokane,"10421 E Sprague Ave, Spokane Valley WA",47.657086,-117.264336,WA,99206-3629
3359,Hoppers Grill & Brewing Co.,Salt Lake,"890 E Fort Union Blvd, Midvale UT",40.622125,-111.866375,UT,84047-1745
3360,Hoppin' Frog Brewing Co,Summit,"1680 E F Waterloo Rd, Akron OH",41.025535,-81.468069,OH,44306-4103
3361,Hopping Gnome Brewery,Sedgwick,"1710 E Douglas Ave, Wichita KS",37.686162,-97.316734,KS,67214-4212
3362,Hoppy Brewing Co,Sacramento,"6300 Folsom Blvd, Sacramento CA",38.55499,-121.429319,CA,95819-4621
3363,Hoppy Dawg Brewing,Cobb,"Park Ln S E, Marietta GA",33.940184,-84.46012,GA,30067
3364,Hoppy Trails Brew Bus,Warren,"317 Glen Lake Rd, Lake George NY",43.366449,-73.678412,NY,12845-4312
3365,Hops & Berries,Larimer,"125 Remington St, Fort Collins CO",40.586375,-105.075519,CO,80524-2833
3366,Hops & Grain,Travis,"507 Calles St, Austin TX",30.258297,-97.712704,TX,78702-3943
3367,"Hops Haven, Hops Haven Bar",Sheboygan,"1327 N 14th St, Sheboygan WI",43.758835,-87.7229,WI,53081-3247
3368,Hops Restaurant Bar & Brewery,Broward,"11555 Pines Blvd, Pembroke Pines FL",26.007829,-80.302499,FL,33026-4110
3369,Hopsaint Brewing Company,Los Angeles,"5160 W 190th St, Torrance CA",33.85824,-118.367502,CA,90503-1007
3370,Hopshire Farm & Brewery,Tompkins,"1771 Dryden Rd, Freeville NY",42.481588,-76.369838,NY,13068-5618
3371,Hopster's,Middlesex,"292 Centre St, Newton MA",42.358369,-71.1849,MA,02458-1618
3372,Hopvine Brewing Company,Dupage,"4030 Fox Valley Center Dr, Aurora IL",41.759304,-88.217364,IL,60504-4109
3373,Hopworks Bike Bar,Multnomah,"3947 N Williams Ave, Portland OR",45.551386,-122.666734,OR,97227-1444
3374,Hopworks Urban Brewery,Clark,"17707 S E Mill Plain Blvd, Vancouver WA",45.615993,-122.492699,WA,98683-7578
3375,Hornell Brewing Co,Nassau,"5 Dakota Dr, New Hyde Park NY",40.762074,-73.689803,NY,11042-1105
3376,Horny Goat Brew Pub,Milwaukee,"1120 S Barclay St, Milwaukee WI",43.0196,-87.909802,WI,53204-2419
3377,Horse & Dragon Brewing Company,Larimer,"124 Racquette Dr, Fort Collins CO",40.589436,-105.045939,CO,80524-2757
3378,Horse Shoe The,Winneshiek,"106 N Maryville St, Calmar IA",43.183001,-91.864559,IA,52132-8520
3379,Horsefly Brewing Company,Montrose,"E Main St, Montrose CO",38.485644,-107.867665,CO,81401
3380,Horseheads Brewing Company,Chemung,"250 Old Ithaca Rd, Horseheads NY",42.183553,-76.812394,NY,14845-1700
3381,Horseshoe Bend Brewing Company,Camden,"96 Bittersweet Dr, Lake Ozark MO",38.192182,-92.71858,MO,65049-6754
3382,Hosmer Mountain,Windham,"217 Mountain St, Willimantic CT",41.707402,-72.21866,CT,06226-3211
3383,Hosmer Winery,Seneca,"6999 State Route 89, Ovid NY",42.685388,-76.744987,NY,14521-9569
3384,Hot Heads,Penobscot,"42 Mill St, Brewer ME",44.765017,-68.778086,ME,04412-2509
3385,"Hot Spot Casino Lounge, Hot Spot Casino & Lounge",Nicholas,"862 Broad St, Summersville WV",38.27505,-80.849907,WV,26651-1758
3386,Hot Tint Speed & Sound,Jefferson,"312 N Mildred St, Ranson WV",39.300105,-77.86318,WV,25438-1455
3387,Hotel Millersburg,Holmes,"35 W Jackson St, Millersburg OH",40.554191,-81.917798,OH,44654-1321
3388,Hotel Sun,Lackawanna,"410 Cedar Ave, Scranton PA",41.40177,-75.665176,PA,18505-1106
3389,Houlihan's Garland,Dallas,"660 Town Center Blvd, Garland TX",32.951454,-96.611101,TX,75040-2980
3390,Hourglass Brewery,Seminole,"255 S Ronald Reagan Blvd, Longwood FL",28.695661,-81.346104,FL,32750-5402
3391,House For Beer @ The Pavilion - Port Orange,Volusia,"5535 S Williamson Blvd, Port Orange FL",29.107869,-81.034167,FL,32128-7370
3392,House of Brew,Dallas,"609 N Harwood St, Dallas TX",32.785386,-96.797436,TX,75201-2905
3393,House of Brews,Dane,"4539 Helgesen Dr, Madison WI",43.066793,-89.30538,WI,53718-6748
3394,House of Brewz,Lee,"10045 Gulf Center Doctor E110, Fortmyers FL",26.487691,-81.790808,FL,33913-8963
3395,House of Brewz / Bury Me Brewing,Lee,"10045 Gulf Center Dr, Fort Myers FL",26.487691,-81.790808,FL,33913-8963
3396,House of Harkness,Pinellas,"2300 Dartmouth Ave N, St Petersburg FL",27.776518,-82.66469,FL,33713-7928
3397,House of Pendragon Brewing Co.,Fresno,"1345 N Willow Ave, Clovis CA",36.853606,-119.7297,CA,93619-4852
3398,Housley's Century Oak Winery,San Joaquin,"22211 N Lower Sacramento Rd, Acampo CA",38.186225,-121.294401,CA,95220-9436
3399,Houston Hall,Summit,"3069 Houston Rd, Norton OH",41.048455,-81.623009,OH,44203-6310
3400,How Do You Brew,New Castle,"203 Louviers Dr, Newark DE",39.71091,-75.74239,DE,19711-4168
3401,Howdy's Hilltop Tavern,Duchesne,"1450 W Highway 40, Roosevelt UT",40.279898,-110.017675,UT,84066-5522
3402,Hub Again Bar,Hudson,"807 7th St, Union City NJ",40.758467,-74.044328,NJ,07087-3409
3403,Hub City Tap House,Spartanburg County,"197 E Saint John Saint Across From The Chapman Cultural Ctr, Spartanburg SC",34.947914,-81.934664,SC,
3404,Hub German Restaurant & Lounge The,Pulaski County," Po Box 582, Waynesville MO",37.825018,-92.210215,MO,
3405,Hub The,Skagit,"45914 Main St, Concrete WA",48.538884,-121.746331,WA,98237-9632
3406,Huebert Brewing Co,Oklahoma,"421 S W 26th St, Oklahoma City OK",35.438333,-97.5209,OK,73109-6712
3407,Hughes Beverage Co Inc,Calhoun,"310 W 16th St, Anniston AL",33.664999,-85.83475,AL,36201-3738
3408,Hughley & Hughley Gems Jewelry,Onondaga,"9438 Birch Tree Rd, Brewerton NY",43.22718,-76.144856,NY,13029-9407
3409,Hulls Gulch Brewing Co,Ada,"1430 Leadville Ave, Boise ID",43.594727,-116.190997,ID,83706-3724
3410,Hulman & Co,Vigo,"900 Wabash Ave, Terre Haute IN",39.466666,-87.404272,IN,47807-3208
3411,Humble Brewing Co,Harris,"114 Ave A, Humble TX",29.998668,-95.264425,TX,77338-4505
3412,Humboldt Brews,Humboldt,"2340 Fickle Hill Rd, Arcata CA",40.863925,-124.042855,CA,95521-9059
3413,Humboldt Regeneration,Humboldt,"2320 Central Ave F, Mckinleyville CA",40.947496,-124.100969,CA,95519-3614
3414,Humbuggs,Saratoga,"569 Gansevoort Rd, S Glens Falls NY",43.275453,-73.638808,NY,12803-5711
3415,Humm Kombucha,Deschutes,"1125 N E 2nd St, Bend OR",44.061719,-121.303925,OR,97701-4545
3416,Humperdink's -- Richardson,Dallas,"1601 N Central Expwy, Richardson TX",32.969295,-96.72045,TX,75080-3504
3417,Humperdinks Restaurant & Brewpub - Arlington,Tarrant,"700 Six Flags Dr, Arlington TX",32.753199,-97.067544,TX,76011-6327
3418,Humperdinks Restaurant & Brewpub - Greenville Ave,Dallas,"6050 Greenville Ave, Dallas TX",32.858676,-96.768202,TX,75206-1909
3419,"Humperdinks Restaurant & Brewpub - West Nw Hwy, Humperdinks Restaurant & Brew Pub",Dallas,"2208 W Northwest Hwy, Dallas TX",32.864076,-96.898926,TX,75220-4305
3420,Hungerford Beer Wine & Deli,Montgomery,"761 Hungerford Dr, Rockville MD",39.09339,-77.153333,MD,20850-1725
3421,Hunter Hill Vineyard Winery,Santa Cruz,"7099 Glen Haven Rd, Soquel CA",37.02176,-121.932891,CA,95073-9581
3422,Hunter-gatherer Brewery & Ale House,Richland,"900 Main Saint (at College St), Columbia SC",33.995823,-81.035829,SC,29201-3940
3423,Hunters,Spartanburg,"5 Dallas St, Inman SC",35.032616,-82.072296,SC,29349-9107
3424,Hunter's Brewing,Porter,"1535 S Calumet Rd, Chesterton IN",41.596906,-87.047502,IN,46304-3301
3425,Hunters Pub,Pasco,"5616 Senate Ln, New Port Richey FL",28.240222,-82.716092,FL,34652-3854
3426,Hurricane Mikes,Sarasota,"2639 Mall Dr, Sarasota FL",27.26139,-82.51631,FL,34231-5941
3427,Hurry Back,Davidson,"2312 Elliston Pl, Nashville TN",36.149512,-86.806098,TN,37203-5258
3428,Husch Vineyards Office,Mendocino,"203 E Gobbi St, Ukiah CA",39.143856,-123.203819,CA,95482-5551
3429,Huske Hardware House,Cumberland,"405 Hay St, Fayetteville NC",35.054057,-78.88261,NC,28301-5537
3430,Huss Brewing Co Llc,Maricopa,"1520 W Mineral Rd, Tempe AZ",33.356402,-111.964407,AZ,85283-4341
3431,Hut,Stanislaus,"3440 Mchenry Ave, Modesto CA",37.687941,-120.994291,CA,95350-1446
3432,Hutton & Smith Brewing Co.,Hamilton,"431 E Ml King Blvd, Chattanooga TN",35.043839,-85.303197,TN,37403-4110
3433,Hutton Smith Brewing Co,Hamilton,"431 E Martin Luther King Blvd Suite120, Chattanooga TN",35.043839,-85.303197,TN,37403-4110
3434,Hyde Store,Iowa,"5314 County Road H, Ridgeway WI",43.070606,-89.982915,WI,53582-9502
3435,Hydra Beer Company,Minnehaha,"2425 S Shirley Ave, Sioux Falls SD",43.523976,-96.77682,SD,57106-4326
3436,Hyland Orchard Brewery,Worcester,"199 Arnold Rd, Sturbridge MA",42.145405,-72.108932,MA,01518-1010
3437,Hyland Orchard Brewing,Worcester,"195 Arnold Rd, Fiskdale MA",42.142164,-72.108823,MA,01518-1010
3438,"I and I Brewing, I & I Brewing",San Bernardino,"5135 Edison Ave, Chino CA",33.997266,-117.69356,CA,91710-5718
3439,I Cee Usa,Nueces,"1902 S Padre Island Dr, Corpuschristi TX",27.74072,-97.437072,TX,78416-1325
